Unnamed: 0,RecordingTime [ms],Time of Day [h:m:s:ms],Trial,Stimulus,Export Start Trial Time [ms],Export End Trial Time [ms],Participant,Color,Tracking Ratio [%],Category Group,Category Right,Index Right,Pupil Size Right X [px],Pupil Size Right Y [px],Pupil Diameter Right [mm],Point of Regard Right X [px],Point of Regard Right Y [px],AOI Name Right,AOI Group Right,AOI Scope Right,AOI Order Right,Gaze Vector Right X,Gaze Vector Right Y,Gaze Vector Right Z,Eye Position Right X [mm],Eye Position Right Y [mm],Eye Position Right Z [mm],Pupil Position Right X [px],Pupil Position Right Y [px],Annotation Name,Annotation Description,Annotation Tags,Mouse Position X [px],Mouse Position Y [px],Scroll Direction X,Scroll Direction Y,Content
7450,3160363.776,12:55:26:547,Trial003,03 bonbons triste vs joie.avi,0.0,16788.339,41,CornflowerBlue,99.5929,Eye,Fixation,4,15.4224,15.4224,3.8258,601.3538,545.3436,-,-,-,-,0.0000,0.0000,0.0000,-98.6028,-85.5309,669.9416,1092.9000,832.7513,-,-,-,-,-,-,-,-
7451,3160383.762,12:55:26:567,Trial003,03 bonbons triste vs joie.avi,0.0,16788.339,41,CornflowerBlue,99.5929,Eye,Fixation,4,15.1338,15.1338,3.7539,603.1192,546.6265,-,-,-,-,0.0000,0.0000,0.0000,-98.5525,-85.5441,669.7214,1092.8412,832.9076,-,-,-,-,-,-,-,-
7452,3160403.649,12:55:26:587,Trial003,03 bonbons triste vs joie.avi,0.0,16788.339,41,CornflowerBlue,99.5929,Eye,Fixation,4,15.0679,15.0679,3.7402,602.3637,549.8032,-,-,-,-,0.0000,0.0000,0.0000,-98.5783,-85.5793,670.1458,1092.7017,832.9327,-,-,-,-,-,-,-,-
7453,3160423.529,12:55:26:607,Trial003,03 bonbons triste vs joie.avi,0.0,16788.339,41,CornflowerBlue,99.5929,Eye,Fixation,4,14.9775,14.9775,3.7225,605.3286,546.3803,-,-,-,-,0.0000,0.0000,0.0000,-98.6500,-85.6476,670.9549,1092.6122,832.8183,-,-,-,-,-,-,-,-
7454,3160443.396,12:55:26:626,Trial003,03 bonbons triste vs joie.avi,0.0,16788.339,41,CornflowerBlue,99.5929,Eye,Fixation,4,14.6884,14.6884,3.6499,605.8151,545.0486,-,-,-,-,0.0000,0.0000,0.0000,-98.5417,-85.5318,670.6500,1092.5192,832.5520,-,-,-,-,-,-,-,-
7455,3160463.275,12:55:26:646,Trial003,03 bonbons triste vs joie.avi,0.0,16788.339,41,CornflowerBlue,99.5929,Eye,Fixation,4,14.9952,14.9952,3.7237,604.8079,549.1968,-,-,-,-,0.0000,0.0000,0.0000,-98.5036,-85.4819,670.4192,1092.5186,832.6079,-,-,-,-,-,-,-,-
7456,3160483.139,12:55:26:666,Trial003,03 bonbons triste vs joie.avi,0.0,16788.339,41,CornflowerBlue,99.5929,Eye,Fixation,4,14.5597,14.5597,3.6138,597.8306,465.3637,-,-,-,-,0.0000,0.0000,0.0000,-98.3656,-85.3559,669.8249,1092.5658,831.6348,-,-,-,-,-,-,-,-
7457,3160503.025,12:55:26:686,Trial003,03 bonbons triste vs joie.avi,0.0,16788.339,41,CornflowerBlue,99.5929,Eye,Fixation,4,14.6227,14.6227,3.6263,594.8605,512.7658,-,-,-,-,0.0000,0.0000,0.0000,-98.2837,-85.2875,669.2841,1092.5096,831.8551,-,-,-,-,-,-,-,-
7458,3160522.9,12:55:26:706,Trial003,03 bonbons triste vs joie.avi,0.0,16788.339,41,CornflowerBlue,99.5929,Eye,Fixation,4,13.9335,13.9335,3.4551,598.4003,499.5801,-,-,-,-,0.0000,0.0000,0.0000,-98.2064,-85.2198,668.7602,1092.1569,831.5403,-,-,-,-,-,-,-,-
7459,3160542.894,12:55:26:726,Trial003,03 bonbons triste vs joie.avi,0.0,16788.339,41,CornflowerBlue,99.5929,Eye,Fixation,4,13.9721,13.9721,3.4633,598.2835,479.9086,-,-,-,-,0.0000,0.0000,0.0000,-98.1556,-85.1654,668.5396,1092.1361,831.4413,-,-,-,-,-,-,-,-
7460,3160562.774,12:55:26:746,Trial003,03 bonbons triste vs joie.avi,0.0,16788.339,41,CornflowerBlue,99.5929,Eye,Fixation,4,13.7950,13.7950,3.4205,596.3526,486.6050,-,-,-,-,0.0000,0.0000,0.0000,-98.1500,-85.1883,668.6149,1092.0713,831.4739,-,-,-,-,-,-,-,-
7461,3160582.639,12:55:26:766,Trial003,03 bonbons triste vs joie.avi,0.0,16788.339,41,CornflowerBlue,99.5929,Eye,Fixation,4,13.7734,13.7734,3.4142,595.8143,476.5997,-,-,-,-,0.0000,0.0000,0.0000,-98.1362,-85.1944,668.4076,1092.0602,831.5418,-,-,-,-,-,-,-,-
7462,3160602.519,12:55:26:786,Trial003,03 bonbons triste vs joie.avi,0.0,16788.339,41,CornflowerBlue,99.5929,Eye,Fixation,4,13.7321,13.7321,3.4056,594.7477,471.2201,-,-,-,-,0.0000,0.0000,0.0000,-98.1517,-85.2199,668.7152,1092.0406,831.5459,-,-,-,-,-,-,-,-
7463,3160622.403,12:55:26:805,Trial003,03 bonbons triste vs joie.avi,0.0,16788.339,41,CornflowerBlue,99.5929,Eye,Saccade,5,13.9893,13.9893,3.4697,595.1060,469.8800,-,-,-,-,0.0000,0.0000,0.0000,-98.1533,-85.2814,668.9516,1091.8667,831.9856,-,-,-,-,-,-,-,-
7464,3160642.268,12:55:26:825,Trial003,03 bonbons triste vs joie.avi,0.0,16788.339,41,CornflowerBlue,99.5929,Eye,Fixation,5,13.1479,13.1479,3.2640,595.4447,452.4228,-,-,-,-,0.0000,0.0000,0.0000,-98.1268,-85.2783,668.9233,1091.6873,831.3535,-,-,-,-,-,-,-,-
7465,3160662.151,12:55:26:845,Trial003,03 bonbons triste vs joie.avi,0.0,16788.339,41,CornflowerBlue,99.5929,Eye,Fixation,5,13.2730,13.2730,3.2931,593.4609,463.9050,-,-,-,-,0.0000,0.0000,0.0000,-98.0355,-85.2469,668.6332,1091.6179,831.4999,-,-,-,-,-,-,-,-
7466,3160682.007,12:55:26:865,Trial003,03 bonbons triste vs joie.avi,0.0,16788.339,41,CornflowerBlue,99.5929,Eye,Fixation,5,13.2730,13.2730,3.2917,593.4434,453.7968,-,-,-,-,0.0000,0.0000,0.0000,-97.9937,-85.2107,668.3505,1091.6179,831.4999,-,-,-,-,-,-,-,-
7467,3160702.02,12:55:26:885,Trial003,03 bonbons triste vs joie.avi,0.0,16788.339,41,CornflowerBlue,99.5929,Eye,Fixation,5,13.1259,13.1259,3.2543,594.6923,459.8092,-,-,-,-,0.0000,0.0000,0.0000,-97.9498,-85.1721,668.0582,1091.6515,831.4303,-,-,-,-,-,-,-,-
7468,3160721.896,12:55:26:905,Trial003,03 bonbons triste vs joie.avi,0.0,16788.339,41,CornflowerBlue,99.5929,Eye,Fixation,5,12.8715,12.8715,3.1909,596.3876,459.0529,-,-,-,-,0.0000,0.0000,0.0000,-97.9092,-85.1365,667.7786,1091.5633,831.6844,-,-,-,-,-,-,-,-
7469,3160741.768,12:55:26:925,Trial003,03 bonbons triste vs joie.avi,0.0,16788.339,41,CornflowerBlue,99.5929,Eye,Fixation,5,12.7999,12.7999,3.1731,593.8822,457.8059,-,-,-,-,0.0000,0.0000,0.0000,-97.9081,-85.1117,667.7016,1091.9117,831.4413,-,-,-,-,-,-,-,-
7470,3160761.65,12:55:26:945,Trial003,03 bonbons triste vs joie.avi,0.0,16788.339,41,CornflowerBlue,99.5929,Eye,Fixation,5,13.4825,13.4825,3.3410,596.1094,459.5252,-,-,-,-,0.0000,0.0000,0.0000,-98.0109,-85.1589,667.9787,1091.6893,831.7016,-,-,-,-,-,-,-,-
7471,3160781.513,12:55:26:965,Trial003,03 bonbons triste vs joie.avi,0.0,16788.339,41,CornflowerBlue,99.5929,Eye,Fixation,5,13.2147,13.2147,3.2761,597.4885,456.2138,-,-,-,-,0.0000,0.0000,0.0000,-98.0697,-85.1184,668.0672,1091.9923,831.4200,-,-,-,-,-,-,-,-
7472,3160801.395,12:55:26:984,Trial003,03 bonbons triste vs joie.avi,0.0,16788.339,41,CornflowerBlue,99.5929,Eye,Saccade,6,13.1346,13.1346,3.2546,605.9022,417.0155,-,-,-,-,0.0000,0.0000,0.0000,-97.8944,-84.8630,667.7075,1091.4376,829.8697,-,-,-,-,-,-,-,-
7473,3160821.266,12:55:27:004,Trial003,03 bonbons triste vs joie.avi,0.0,16788.339,41,CornflowerBlue,99.5929,Eye,Blink,3,12.1040,12.1040,3.0011,636.3131,364.7857,-,-,-,-,0.0000,0.0000,0.0000,-97.7268,-84.5128,667.2693,1090.8615,828.6009,-,-,-,-,-,-,-,-
7474,3160841.25,12:55:27:024,Trial003,03 bonbons triste vs joie.avi,0.0,16788.339,41,CornflowerBlue,99.5929,Eye,Blink,3,0.0000,0.0000,3.2481,0.0000,0.0000,-,-,-,-,0.0000,0.0000,0.0000,-98.1907,-84.5721,669.6821,0.0000,0.0000,-,-,-,-,-,-,-,-
7475,3160861.159,12:55:27:044,Trial003,03 bonbons triste vs joie.avi,0.0,16788.339,41,CornflowerBlue,99.5929,Eye,Blink,3,0.0000,0.0000,3.2481,0.0000,0.0000,-,-,-,-,0.0000,0.0000,0.0000,-98.1907,-84.5721,669.6821,0.0000,0.0000,-,-,-,-,-,-,-,-
7476,3160881.011,12:55:27:064,Trial003,03 bonbons triste vs joie.avi,0.0,16788.339,41,CornflowerBlue,99.5929,Eye,Blink,3,0.0000,0.0000,3.2481,0.0000,0.0000,-,-,-,-,0.0000,0.0000,0.0000,-98.1907,-84.5721,669.6821,0.0000,0.0000,-,-,-,-,-,-,-,-
7477,3160900.893,12:55:27:084,Trial003,03 bonbons triste vs joie.avi,0.0,16788.339,41,CornflowerBlue,99.5929,Eye,Blink,3,0.0000,0.0000,3.2481,0.0000,0.0000,-,-,-,-,0.0000,0.0000,0.0000,-98.1907,-84.5721,669.6821,0.0000,0.0000,-,-,-,-,-,-,-,-
7478,3160920.778,12:55:27:104,Trial003,03 bonbons triste vs joie.avi,0.0,16788.339,41,CornflowerBlue,99.5929,Eye,Saccade,7,12.3333,12.3333,3.0664,712.9921,396.6032,-,-,-,-,0.0000,0.0000,0.0000,-98.3847,-84.8013,669.2690,1091.1667,831.0000,-,-,-,-,-,-,-,-
7479,3160940.63,12:55:27:124,Trial003,03 bonbons triste vs joie.avi,0.0,16788.339,41,CornflowerBlue,99.5929,Eye,Fixation,6,14.0591,14.0591,3.4859,658.3781,335.8612,-,-,-,-,0.0000,0.0000,0.0000,-98.4044,-84.9294,668.7938,1092.3618,829.4047,-,-,-,-,-,-,-,-
7480,3160960.529,12:55:27:144,Trial003,03 bonbons triste vs joie.avi,0.0,16788.339,41,CornflowerBlue,99.5929,Eye,Fixation,6,14.6556,14.6556,3.6288,663.8355,387.4203,-,-,-,-,0.0000,0.0000,0.0000,-98.3576,-84.9343,668.2587,1092.3634,830.0271,-,-,-,-,-,-,-,-
7481,3160980.375,12:55:27:163,Trial003,03 bonbons triste vs joie.avi,0.0,16788.339,41,CornflowerBlue,99.5929,Eye,Fixation,6,14.7033,14.7033,3.6380,663.5758,390.8810,-,-,-,-,0.0000,0.0000,0.0000,-98.3297,-84.9523,667.7933,1092.4617,830.1613,-,-,-,-,-,-,-,-
7482,3161000.386,12:55:27:183,Trial003,03 bonbons triste vs joie.avi,0.0,16788.339,41,CornflowerBlue,99.5929,Eye,Fixation,6,15.1820,15.1820,3.7562,668.7109,381.0253,-,-,-,-,0.0000,0.0000,0.0000,-98.4135,-85.0135,668.0486,1092.8449,830.4403,-,-,-,-,-,-,-,-
7483,3161020.262,12:55:27:203,Trial003,03 bonbons triste vs joie.avi,0.0,16788.339,41,CornflowerBlue,99.5929,Eye,Fixation,6,15.2469,15.2469,3.7705,664.9677,364.2315,-,-,-,-,0.0000,0.0000,0.0000,-98.4401,-85.0829,667.7436,1093.2433,830.2739,-,-,-,-,-,-,-,-
7484,3161040.13,12:55:27:223,Trial003,03 bonbons triste vs joie.avi,0.0,16788.339,41,CornflowerBlue,99.5929,Eye,Fixation,6,15.4004,15.4004,3.8058,664.8504,378.3744,-,-,-,-,0.0000,0.0000,0.0000,-98.3989,-85.0466,667.3782,1093.1758,830.9174,-,-,-,-,-,-,-,-
7485,3161060.014,12:55:27:243,Trial003,03 bonbons triste vs joie.avi,0.0,16788.339,41,CornflowerBlue,99.5929,Eye,Fixation,6,15.5477,15.5477,3.8392,667.4773,382.9791,-,-,-,-,0.0000,0.0000,0.0000,-98.3862,-85.0396,666.9332,1093.2537,831.3340,-,-,-,-,-,-,-,-
7486,3161079.87,12:55:27:263,Trial003,03 bonbons triste vs joie.avi,0.0,16788.339,41,CornflowerBlue,99.5929,Eye,Fixation,6,15.3816,15.3816,3.7992,667.9130,387.2919,-,-,-,-,0.0000,0.0000,0.0000,-98.4316,-85.0953,666.9959,1093.2690,831.4153,-,-,-,-,-,-,-,-
7487,3161099.761,12:55:27:283,Trial003,03 bonbons triste vs joie.avi,0.0,16788.339,41,CornflowerBlue,99.5929,Eye,Fixation,6,15.1307,15.1307,3.7370,663.2941,365.7480,-,-,-,-,0.0000,0.0000,0.0000,-98.4222,-85.1014,666.8027,1093.6256,831.1021,-,-,-,-,-,-,-,-
7488,3161119.635,12:55:27:303,Trial003,03 bonbons triste vs joie.avi,0.0,16788.339,41,CornflowerBlue,99.5929,Eye,Fixation,6,15.1207,15.1207,3.7323,662.0446,360.1302,-,-,-,-,0.0000,0.0000,0.0000,-98.3438,-85.0795,666.3919,1093.4177,831.3829,-,-,-,-,-,-,-,-
7489,3161139.503,12:55:27:323,Trial003,03 bonbons triste vs joie.avi,0.0,16788.339,41,CornflowerBlue,99.5929,Eye,Fixation,6,15.5140,15.5140,3.8260,661.6448,381.1006,-,-,-,-,0.0000,0.0000,0.0000,-98.2905,-85.0672,666.0400,1093.4015,831.7722,-,-,-,-,-,-,-,-
7490,3161159.519,12:55:27:343,Trial003,03 bonbons triste vs joie.avi,0.0,16788.339,41,CornflowerBlue,99.5929,Eye,Fixation,6,15.2748,15.2748,3.7690,664.4046,376.9001,-,-,-,-,0.0000,0.0000,0.0000,-98.3193,-85.1414,666.2376,1093.3966,831.4914,-,-,-,-,-,-,-,-
7491,3161179.384,12:55:27:362,Trial003,03 bonbons triste vs joie.avi,0.0,16788.339,41,CornflowerBlue,99.5929,Eye,Fixation,6,15.6613,15.6613,3.8638,665.4254,387.7853,-,-,-,-,0.0000,0.0000,0.0000,-98.3393,-85.1612,666.3746,1093.3099,832.0980,-,-,-,-,-,-,-,-
7492,3161199.263,12:55:27:382,Trial003,03 bonbons triste vs joie.avi,0.0,16788.339,41,CornflowerBlue,99.5929,Eye,Fixation,6,15.2909,15.2909,3.7713,659.0095,372.2917,-,-,-,-,0.0000,0.0000,0.0000,-98.1955,-85.1266,665.9626,1093.3523,831.5910,-,-,-,-,-,-,-,-
7493,3161219.132,12:55:27:402,Trial003,03 bonbons triste vs joie.avi,0.0,16788.339,41,CornflowerBlue,99.5929,Eye,Saccade,8,15.5073,15.5073,3.8225,656.7649,390.6252,-,-,-,-,0.0000,0.0000,0.0000,-98.1257,-85.1313,665.7206,1093.1121,832.2171,-,-,-,-,-,-,-,-
7494,3161239.019,12:55:27:422,Trial003,03 bonbons triste vs joie.avi,0.0,16788.339,41,CornflowerBlue,99.5929,Eye,Fixation,7,15.5710,15.5710,3.8404,651.4495,495.7589,-,-,-,-,0.0000,0.0000,0.0000,-98.2854,-85.3844,666.0893,1093.5926,833.4095,-,-,-,-,-,-,-,-
7495,3161258.897,12:55:27:442,Trial003,03 bonbons triste vs joie.avi,0.0,16788.339,41,CornflowerBlue,99.5929,Eye,Fixation,7,15.7151,15.7151,3.8753,650.0375,490.0809,-,-,-,-,0.0000,0.0000,0.0000,-98.2391,-85.4122,666.0756,1093.5089,833.7273,-,-,-,-,-,-,-,-
7496,3161278.757,12:55:27:462,Trial003,03 bonbons triste vs joie.avi,0.0,16788.339,41,CornflowerBlue,99.5929,Eye,Fixation,7,15.4185,15.4185,3.8017,648.0619,488.2610,-,-,-,-,0.0000,0.0000,0.0000,-98.1661,-85.3652,665.8130,1093.4014,833.5974,-,-,-,-,-,-,-,-
7497,3161298.634,12:55:27:482,Trial003,03 bonbons triste vs joie.avi,0.0,16788.339,41,CornflowerBlue,99.5929,Eye,Fixation,7,15.3740,15.3740,3.7893,641.5376,458.5730,-,-,-,-,0.0000,0.0000,0.0000,-98.1227,-85.3288,665.5382,1093.4375,833.5754,-,-,-,-,-,-,-,-
7498,3161318.638,12:55:27:502,Trial003,03 bonbons triste vs joie.avi,0.0,16788.339,41,CornflowerBlue,99.5929,Eye,Fixation,7,15.6277,15.6277,3.8495,648.3820,489.0341,-,-,-,-,0.0000,0.0000,0.0000,-98.0832,-85.2949,665.2840,1093.2004,833.6825,-,-,-,-,-,-,-,-
7499,3161338.51,12:55:27:522,Trial003,03 bonbons triste vs joie.avi,0.0,16788.339,41,CornflowerBlue,99.5929,Eye,Fixation,7,15.7376,15.7376,3.8749,648.0681,490.5638,-,-,-,-,0.0000,0.0000,0.0000,-98.0501,-85.2659,665.0702,1093.2205,833.8046,-,-,-,-,-,-,-,-
7500,3161358.392,12:55:27:541,Trial003,03 bonbons triste vs joie.avi,0.0,16788.339,41,CornflowerBlue,99.5929,Eye,Fixation,7,15.6080,15.6080,3.8422,644.8353,489.2717,-,-,-,-,0.0000,0.0000,0.0000,-98.0188,-85.2395,664.8561,1093.3495,833.7590,-,-,-,-,-,-,-,-
7501,3161378.254,12:55:27:561,Trial003,03 bonbons triste vs joie.avi,0.0,16788.339,41,CornflowerBlue,99.5929,Eye,Fixation,7,15.5856,15.5856,3.8353,644.3415,495.7989,-,-,-,-,0.0000,0.0000,0.0000,-97.9816,-85.2105,664.6066,1093.3049,833.8947,-,-,-,-,-,-,-,-
7502,3161398.138,12:55:27:581,Trial003,03 bonbons triste vs joie.avi,0.0,16788.339,41,CornflowerBlue,99.5929,Eye,Fixation,7,15.4652,15.4652,3.8048,641.8803,494.6823,-,-,-,-,0.0000,0.0000,0.0000,-97.9253,-85.2142,664.3731,1093.2374,833.9053,-,-,-,-,-,-,-,-
7503,3161418.019,12:55:27:601,Trial003,03 bonbons triste vs joie.avi,0.0,16788.339,41,CornflowerBlue,99.5929,Eye,Fixation,7,15.1467,15.1467,3.7264,641.3327,492.1556,-,-,-,-,0.0000,0.0000,0.0000,-97.8964,-85.1922,664.1825,1093.2361,833.6750,-,-,-,-,-,-,-,-
7504,3161437.886,12:55:27:621,Trial003,03 bonbons triste vs joie.avi,0.0,16788.339,41,CornflowerBlue,99.5929,Eye,Fixation,7,15.4855,15.4855,3.8071,637.7625,499.1536,-,-,-,-,0.0000,0.0000,0.0000,-97.8360,-85.1922,663.9294,1093.4713,834.4144,-,-,-,-,-,-,-,-
7505,3161457.76,12:55:27:641,Trial003,03 bonbons triste vs joie.avi,0.0,16788.339,41,CornflowerBlue,99.5929,Eye,Fixation,7,15.4130,15.4130,3.7946,639.4878,505.2945,-,-,-,-,0.0000,0.0000,0.0000,-97.9960,-85.3767,664.8062,1093.2457,834.4861,-,-,-,-,-,-,-,-
7506,3161477.753,12:55:27:661,Trial003,03 bonbons triste vs joie.avi,0.0,16788.339,41,CornflowerBlue,99.5929,Eye,Fixation,7,15.5411,15.5411,3.8271,641.3793,502.9943,-,-,-,-,0.0000,0.0000,0.0000,-98.0475,-85.4607,665.0371,1093.3636,834.7013,-,-,-,-,-,-,-,-
7507,3161497.641,12:55:27:681,Trial003,03 bonbons triste vs joie.avi,0.0,16788.339,41,CornflowerBlue,99.5929,Eye,Saccade,9,15.0735,15.0735,3.7125,640.2113,432.2425,-,-,-,-,0.0000,0.0000,0.0000,-97.9505,-85.3113,664.8788,1093.2581,833.3554,-,-,-,-,-,-,-,-
7508,3161517.496,12:55:27:701,Trial003,03 bonbons triste vs joie.avi,0.0,16788.339,41,CornflowerBlue,99.5929,Eye,Fixation,8,15.0732,15.0732,3.7104,635.4650,395.0414,-,-,-,-,0.0000,0.0000,0.0000,-97.8456,-85.2029,664.5353,1093.1000,832.9344,-,-,-,-,-,-,-,-
7509,3161537.385,12:55:27:720,Trial003,03 bonbons triste vs joie.avi,0.0,16788.339,41,CornflowerBlue,99.5929,Eye,Fixation,8,14.7082,14.7082,3.6211,634.0399,390.1520,-,-,-,-,0.0000,0.0000,0.0000,-97.8750,-85.2458,664.3823,1093.3277,833.0420,-,-,-,-,-,-,-,-
7510,3161557.26,12:55:27:740,Trial003,03 bonbons triste vs joie.avi,0.0,16788.339,41,CornflowerBlue,99.5929,Eye,Fixation,8,14.7630,14.7630,3.6337,626.1295,392.8396,-,-,-,-,0.0000,0.0000,0.0000,-97.8664,-85.2356,664.2592,1093.4902,833.1492,-,-,-,-,-,-,-,-
7511,3161577.123,12:55:27:760,Trial003,03 bonbons triste vs joie.avi,0.0,16788.339,41,CornflowerBlue,99.5929,Eye,Fixation,8,15.1491,15.1491,3.7301,626.9172,390.9376,-,-,-,-,0.0000,0.0000,0.0000,-97.9661,-85.3413,664.7196,1093.3674,833.2746,-,-,-,-,-,-,-,-
7512,3161597.011,12:55:27:780,Trial003,03 bonbons triste vs joie.avi,0.0,16788.339,41,CornflowerBlue,99.5929,Eye,Fixation,8,15.0597,15.0597,3.7129,628.4149,390.0706,-,-,-,-,0.0000,0.0000,0.0000,-98.1255,-85.4694,665.5280,1093.3813,833.3862,-,-,-,-,-,-,-,-
7513,3161616.876,12:55:27:800,Trial003,03 bonbons triste vs joie.avi,0.0,16788.339,41,CornflowerBlue,99.5929,Eye,Fixation,8,14.9682,14.9682,3.6918,627.5491,392.9688,-,-,-,-,0.0000,0.0000,0.0000,-98.1545,-85.4266,665.7464,1093.4429,833.3789,-,-,-,-,-,-,-,-
7514,3161636.883,12:55:27:820,Trial003,03 bonbons triste vs joie.avi,0.0,16788.339,41,CornflowerBlue,99.5929,Eye,Fixation,8,14.8729,14.8729,3.6665,623.9114,390.0176,-,-,-,-,0.0000,0.0000,0.0000,-98.0896,-85.3478,665.3585,1093.4256,833.1797,-,-,-,-,-,-,-,-
7515,3161656.749,12:55:27:840,Trial003,03 bonbons triste vs joie.avi,0.0,16788.339,41,CornflowerBlue,99.5929,Eye,Fixation,8,14.8314,14.8314,3.6542,620.9068,392.3407,-,-,-,-,0.0000,0.0000,0.0000,-98.0311,-85.2965,664.9624,1093.4590,833.1878,-,-,-,-,-,-,-,-
7516,3161676.627,12:55:27:860,Trial003,03 bonbons triste vs joie.avi,0.0,16788.339,41,CornflowerBlue,99.5929,Eye,Fixation,8,15.1905,15.1905,3.7393,620.1889,392.1280,-,-,-,-,0.0000,0.0000,0.0000,-97.9771,-85.2494,664.5852,1093.4112,833.3688,-,-,-,-,-,-,-,-
7517,3161696.506,12:55:27:880,Trial003,03 bonbons triste vs joie.avi,0.0,16788.339,41,CornflowerBlue,99.5929,Eye,Fixation,8,15.2405,15.2405,3.7523,618.6402,386.3012,-,-,-,-,0.0000,0.0000,0.0000,-98.0289,-85.2648,664.7243,1093.5186,833.2518,-,-,-,-,-,-,-,-
7518,3161716.38,12:55:27:899,Trial003,03 bonbons triste vs joie.avi,0.0,16788.339,41,CornflowerBlue,99.5929,Eye,Fixation,8,14.9352,14.9352,3.6760,618.9646,390.3769,-,-,-,-,0.0000,0.0000,0.0000,-97.9372,-85.2155,664.3413,1093.3540,833.2117,-,-,-,-,-,-,-,-
7519,3161736.258,12:55:27:919,Trial003,03 bonbons triste vs joie.avi,0.0,16788.339,41,CornflowerBlue,99.5929,Eye,Fixation,8,14.7000,14.7000,3.6178,617.9133,391.4308,-,-,-,-,0.0000,0.0000,0.0000,-97.8893,-85.1853,664.1312,1093.3150,833.0532,-,-,-,-,-,-,-,-
7520,3161756.136,12:55:27:939,Trial003,03 bonbons triste vs joie.avi,0.0,16788.339,41,CornflowerBlue,99.5929,Eye,Fixation,8,14.5658,14.5658,3.5838,615.0532,392.5266,-,-,-,-,0.0000,0.0000,0.0000,-97.7817,-85.1821,663.8723,1093.2042,833.0007,-,-,-,-,-,-,-,-
7521,3161776.009,12:55:27:959,Trial003,03 bonbons triste vs joie.avi,0.0,16788.339,41,CornflowerBlue,99.5929,Eye,Fixation,8,14.6098,14.6098,3.5962,621.0863,390.7405,-,-,-,-,0.0000,0.0000,0.0000,-97.7998,-85.2165,664.2000,1092.8821,833.1977,-,-,-,-,-,-,-,-
7522,3161796.008,12:55:27:979,Trial003,03 bonbons triste vs joie.avi,0.0,16788.339,41,CornflowerBlue,99.5929,Eye,Fixation,8,14.5958,14.5958,3.5915,620.8860,394.7475,-,-,-,-,0.0000,0.0000,0.0000,-97.7200,-85.2699,663.9509,1092.6565,833.5588,-,-,-,-,-,-,-,-
7523,3161815.872,12:55:27:999,Trial003,03 bonbons triste vs joie.avi,0.0,16788.339,41,CornflowerBlue,99.5929,Eye,Fixation,8,15.0179,15.0179,3.6978,620.9453,389.4265,-,-,-,-,0.0000,0.0000,0.0000,-97.7451,-85.3506,664.6748,1092.3405,833.3783,-,-,-,-,-,-,-,-
7524,3161835.754,12:55:28:019,Trial003,03 bonbons triste vs joie.avi,0.0,16788.339,41,CornflowerBlue,99.5929,Eye,Fixation,8,14.9365,14.9365,3.6780,619.7233,392.3904,-,-,-,-,0.0000,0.0000,0.0000,-97.6356,-85.3151,664.6978,1092.1610,833.4580,-,-,-,-,-,-,-,-
7525,3161855.639,12:55:28:039,Trial003,03 bonbons triste vs joie.avi,0.0,16788.339,41,CornflowerBlue,99.5929,Eye,Fixation,8,14.5391,14.5391,3.5832,622.8276,381.9130,-,-,-,-,0.0000,0.0000,0.0000,-97.6594,-85.3191,665.0057,1091.9993,833.0964,-,-,-,-,-,-,-,-
7526,3161875.501,12:55:28:059,Trial003,03 bonbons triste vs joie.avi,0.0,16788.339,41,CornflowerBlue,99.5929,Eye,Fixation,8,14.6501,14.6501,3.6098,624.8499,380.6922,-,-,-,-,0.0000,0.0000,0.0000,-97.6289,-85.2729,664.9445,1091.9418,833.0859,-,-,-,-,-,-,-,-
7527,3161895.382,12:55:28:078,Trial003,03 bonbons triste vs joie.avi,0.0,16788.339,41,CornflowerBlue,99.5929,Eye,Fixation,8,15.5797,15.5797,3.8343,611.7531,409.3406,-,-,-,-,0.0000,0.0000,0.0000,-97.7148,-85.2602,664.7113,1092.5986,833.7186,-,-,-,-,-,-,-,-
7528,3161915.246,12:55:28:098,Trial003,03 bonbons triste vs joie.avi,0.0,16788.339,41,CornflowerBlue,99.5929,Eye,Fixation,8,14.7856,14.7856,3.6400,611.2082,390.4109,-,-,-,-,0.0000,0.0000,0.0000,-97.7105,-85.2098,664.4341,1092.8417,832.9804,-,-,-,-,-,-,-,-
7529,3161935.253,12:55:28:118,Trial003,03 bonbons triste vs joie.avi,0.0,16788.339,41,CornflowerBlue,99.5929,Eye,Fixation,8,14.7901,14.7901,3.6424,597.8430,382.2493,-,-,-,-,0.0000,0.0000,0.0000,-97.8300,-85.2034,664.6717,1093.3169,832.8641,-,-,-,-,-,-,-,-
7530,3161955.124,12:55:28:138,Trial003,03 bonbons triste vs joie.avi,0.0,16788.339,41,CornflowerBlue,99.5929,Eye,Fixation,8,15.0738,15.0738,3.7109,588.5249,388.1058,-,-,-,-,0.0000,0.0000,0.0000,-97.8370,-85.1760,664.5925,1093.4424,832.6787,-,-,-,-,-,-,-,-
7531,3161974.998,12:55:28:158,Trial003,03 bonbons triste vs joie.avi,0.0,16788.339,41,CornflowerBlue,99.5929,Eye,Fixation,8,15.1910,15.1910,3.7392,583.9114,385.7254,-,-,-,-,0.0000,0.0000,0.0000,-97.9260,-85.1782,664.5548,1093.5244,832.9648,-,-,-,-,-,-,-,-
